Fecha;Territorio;Medida;Valor;
04/04/2020;Granada;Hospitalizados;787;
04/04/2020;Granada;Total UCI;84;
04/04/2020;Granada;Fallecimientos;114;
04/04/2020;Granada;Curados;101;
04/04/2020;Granada;Nuevos casos;98;
04/04/2020;Huelva;Confirmados;279;
04/04/2020;Huelva;Hospitalizados;140;
04/04/2020;Huelva;Total UCI;25;
04/04/2020;Huelva;Fallecimientos;11;
04/04/2020;Huelva;Curados;18;
04/04/2020;Huelva;Nuevos casos;5;
04/04/2020;Jaen;Confirmados;914;
04/04/2020;Jaen;Hospitalizados;475;
04/04/2020;Jaen;Total UCI;46;
04/04/2020;Jaen;Fallecimientos;49;
04/04/2020;Jaen;Curados;60;
04/04/2020;Jaen;Nuevos casos;40;
04/04/2020;Malaga;Confirmados;1863;
04/04/2020;Malaga;Hospitalizados;1057;
04/04/2020;Malaga;Total UCI;94;
04/04/2020;Malaga;Fallecimientos;118;
04/04/2020;Malaga;Curados;211;
04/04/2020;Malaga;Nuevos casos;63;
04/04/2020;Sevilla;Confirmados;1602;
04/04/2020;Sevilla;Hospitalizados;747;
04/04/2020;Sevilla;Total UCI;100;
04/04/2020;Sevilla;Fallecimientos;93;
04/04/2020;Sevilla;Curados;82;
04/04/2020;Sevilla;Nuevos casos;67;
03/04/2020;Spain;Confirmados;124736;
03/04/2020;Spain;Hospitalizados;61216;
03/04/2020;Spain;Total UCI;6616;
03/04/2020;Spain;Fallecimientos;11744;
03/04/2020;Spain;Curados;34219;
03/04/2020;Spain;Nuevos casos;7026;
03/04/2020;Andalucia;Confirmados;7869;
03/04/2020;Andalucia;Hospitalizados;3896;
03/04/2020;Andalucia;Total UCI;364;
03/04/2020;Andalucia;Fallecimientos;426;
03/04/2020;Andalucia;Curados;463;
03/04/2020;Andalucia;Nuevos casos;495;
03/04/2020;Almeria;Confirmados;319;
03/04/2020;Almeria;Hospitalizados;146;
03/04/2020;Almeria;Total UCI;11;
03/04/2020;Almeria;Fallecimientos;22;
03/04/2020;Almeria;Curados;37;
03/04/2020;Almeria;Nuevos casos;18;
03/04/2020;Cadiz;Confirmados;796;
03/04/2020;Cadiz;Hospitalizados;345;
03/04/2020;Cadiz;Total UCI;27;
03/04/2020;Cadiz;Fallecimientos;27;
03/04/2020;Cadiz;Curados;62;
03/04/2020;Cadiz;Nuevos casos;42;
03/04/2020;Cordoba;Confirmados;892;
03/04/2020;Cordoba;Hospitalizados;365;
03/04/2020;Cordoba;Total UCI;79;
03/04/2020;Cordoba;Fallecimientos;30;
03/04/2020;Cordoba;Curados;55;
03/04/2020;Cordoba;Nuevos casos;110;
03/04/2020;Granada;Confirmados;1379;
03/04/2020;Granada;Hospitalizados;727;
03/04/2020;Granada;Total UCI;68;
03/04/2020;Granada;Fallecimientos;105;
03/04/2020;Granada;Curados;47;
03/04/2020;Granada;Nuevos casos;87;
03/04/2020;Huelva;Confirmados;274;
03/04/2020;Huelva;Hospitalizados;132;
03/04/2020;Huelva;Total UCI;27;
03/04/2020;Huelva;Fallecimientos;11;
03/04/2020;Huelva;Curados;8;
03/04/2020;Huelva;Nuevos casos;37;
03/04/2020;Jaen;Confirmados;874;
03/04/2020;Jaen;Hospitalizados;459;
03/04/2020;Jaen;Total UCI;48;
03/04/2020;Jaen;Fallecimientos;46;
03/04/2020;Jaen;Curados;39;
03/04/2020;Jaen;Nuevos casos;53;
03/04/2020;Malaga;Confirmados;1800;
03/04/2020;Malaga;Hospitalizados;1010;
03/04/2020;Malaga;Total UCI;33;
03/04/2020;Malaga;Fallecimientos;110;
03/04/2020;Malaga;Curados;162;
03/04/2020;Malaga;Nuevos casos;75;
03/04/2020;Sevilla;Confirmados;1535;
03/04/2020;Sevilla;Hospitalizados;712;
03/04/2020;Sevilla;Total UCI;71;
03/04/2020;Sevilla;Fallecimientos;75;
03/04/2020;Sevilla;Curados;53;
03/04/2020;Sevilla;Nuevos casos;73;
02/04/2020;Spain;Confirmados;117710;
02/04/2020;Spain;Hospitalizados;59826;
02/04/2020;Spain;Total UCI;6490;
02/04/2020;Spain;Fallecimientos;10935;
02/04/2020;Spain;Curados;30513;
02/04/2020;Spain;Nuevos casos;7472;
02/04/2020;Andalucia;Confirmados;7374;
02/04/2020;Andalucia;Hospitalizados;3673;
02/04/2020;Andalucia;Total UCI;338;
02/04/2020;Andalucia;Fallecimientos;376;
02/04/2020;Andalucia;Curados;258;
02/04/2020;Andalucia;Nuevos casos;402;
02/04/2020;Almeria;Confirmados;301;
02/04/2020;Almeria;Hospitalizados;145;
02/04/2020;Almeria;Total UCI;25;
02/04/2020;Almeria;Fallecimientos;20;
02/04/2020;Almeria;Curados;25;
02/04/2020;Almeria;Nuevos casos;11;
02/04/2020;Cadiz;Confirmados;754;
02/04/2020;Cadiz;Hospitalizados;319;
02/04/2020;Cadiz;Total UCI;42;
02/04/2020;Cadiz;Fallecimientos;22;
02/04/2020;Cadiz;Curados;28;
02/04/2020;Cadiz;Nuevos casos;57;
02/04/2020;Cordoba;Confirmados;782;
02/04/2020;Cordoba;Hospitalizados;338;
02/04/2020;Cordoba;Total UCI;32;
02/04/2020;Cordoba;Fallecimientos;25;
02/04/2020;Cordoba;Curados;10;
02/04/2020;Cordoba;Nuevos casos;54;
02/04/2020;Granada;Confirmados;1292;
02/04/2020;Granada;Hospitalizados;681;
02/04/2020;Granada;Total UCI;68;
02/04/2020;Granada;Fallecimientos;93;
02/04/2020;Granada;Curados;25;
02/04/2020;Granada;Nuevos casos;62;
02/04/2020;Huelva;Confirmados;237;
02/04/2020;Huelva;Hospitalizados;123;
02/04/2020;Huelva;Total UCI;10;
02/04/2020;Huelva;Fallecimientos;10;
02/04/2020;Huelva;Curados;4;
02/04/2020;Huelva;Nuevos casos;13;
02/04/2020;Jaen;Confirmados;821;
02/04/2020;Jaen;Hospitalizados;440;
02/04/2020;Jaen;Total UCI;21;
02/04/2020;Jaen;Fallecimientos;43;
02/04/2020;Jaen;Curados;23;
02/04/2020;Jaen;Nuevos casos;33;
02/04/2020;Malaga;Confirmados;1725;
02/04/2020;Malaga;Hospitalizados;968;
02/04/2020;Malaga;Total UCI;77;
02/04/2020;Malaga;Fallecimientos;98;
02/04/2020;Malaga;Curados;110;
02/04/2020;Malaga;Nuevos casos;81;
02/04/2020;Sevilla;Confirmados;1462;
02/04/2020;Sevilla;Hospitalizados;659;
02/04/2020;Sevilla;Total UCI;63;
02/04/2020;Sevilla;Fallecimientos;65;
02/04/2020;Sevilla;Curados;33;
02/04/2020;Sevilla;Nuevos casos;91;
01/04/2020;Spain;Confirmados;110238;
01/04/2020;Spain;Hospitalizados;56811;
01/04/2020;Spain;Total UCI;6162;
01/04/2020;Spain;Fallecimientos;10003;
01/04/2020;Spain;Curados;26743;
01/04/2020;Spain;Nuevos casos;8102;
01/04/2020;Andalucia;Confirmados;6972;
01/04/2020;Andalucia;Hospitalizados;3444;
01/04/2020;Andalucia;Total UCI;280;
01/04/2020;Andalucia;Fallecimientos;343;
01/04/2020;Andalucia;Curados;228;
01/04/2020;Andalucia;Nuevos casos;580;
01/04/2020;Almeria;Confirmados;290;
01/04/2020;Almeria;Hospitalizados;129;
01/04/2020;Almeria;Total UCI;19;
01/04/2020;Almeria;Fallecimientos;18;
01/04/2020;Almeria;Curados;22;
01/04/2020;Almeria;Nuevos casos;28;
01/04/2020;Cadiz;Confirmados;697;
01/04/2020;Cadiz;Hospitalizados;295;
01/04/2020;Cadiz;Total UCI;23;
01/04/2020;Cadiz;Fallecimientos;19;
01/04/2020;Cadiz;Curados;22;
01/04/2020;Cadiz;Nuevos casos;52;
01/04/2020;Cordoba;Confirmados;728;
01/04/2020;Cordoba;Hospitalizados;321;
01/04/2020;Cordoba;Total UCI;20;
01/04/2020;Cordoba;Fallecimientos;25;
01/04/2020;Cordoba;Curados;7;
01/04/2020;Cordoba;Nuevos casos;41;
01/04/2020;Granada;Confirmados;1230;
01/04/2020;Granada;Hospitalizados;636;
01/04/2020;Granada;Total UCI;58;
01/04/2020;Granada;Fallecimientos;86;
01/04/2020;Granada;Curados;23;
01/04/2020;Granada;Nuevos casos;48;
01/04/2020;Huelva;Confirmados;224;
01/04/2020;Huelva;Hospitalizados;115;
01/04/2020;Huelva;Total UCI;10;
01/04/2020;Huelva;Fallecimientos;6;
01/04/2020;Huelva;Curados;2;
01/04/2020;Huelva;Nuevos casos;29;
01/04/2020;Jaen;Confirmados;788;
01/04/2020;Jaen;Hospitalizados;420;
01/04/2020;Jaen;Total UCI;16;
01/04/2020;Jaen;Fallecimientos;39;
01/04/2020;Jaen;Curados;21;
01/04/2020;Jaen;Nuevos casos;46;
01/04/2020;Malaga;Confirmados;1644;
01/04/2020;Malaga;Hospitalizados;917;
01/04/2020;Malaga;Total UCI;74;
01/04/2020;Malaga;Fallecimientos;93;
01/04/2020;Malaga;Curados;101;
01/04/2020;Malaga;Nuevos casos;180;
01/04/2020;Sevilla;Confirmados;1371;
01/04/2020;Sevilla;Hospitalizados;611;
01/04/2020;Sevilla;Total UCI;60;
01/04/2020;Sevilla;Fallecimientos;57;
01/04/2020;Sevilla;Curados;30;
01/04/2020;Sevilla;Nuevos casos;156;
31/03/2020;Spain;Confirmados;102136;
31/03/2020;Spain;Hospitalizados;53741;
31/03/2020;Spain;Total UCI;5941;
31/03/2020;Spain;Fallecimientos;9053;
31/03/2020;Spain;Curados;22647;
31/03/2020;Spain;Nuevos casos;7719;
31/03/2020;Andalucia;Confirmados;6392;
31/03/2020;Andalucia;Hospitalizados;3147;
31/03/2020;Andalucia;Total UCI;260;
31/03/2020;Andalucia;Fallecimientos;308;
31/03/2020;Andalucia;Curados;182;
31/03/2020;Andalucia;Nuevos casos;574;
31/03/2020;Almeria;Confirmados;262;
31/03/2020;Almeria;Hospitalizados;124;
31/03/2020;Almeria;Total UCI;18;
31/03/2020;Almeria;Fallecimientos;17;
31/03/2020;Almeria;Curados;14;
31/03/2020;Almeria;Nuevos casos;11;
31/03/2020;Cadiz;Confirmados;645;
31/03/2020;Cadiz;Hospitalizados;266;
31/03/2020;Cadiz;Total UCI;22;
31/03/2020;Cadiz;Fallecimientos;17;
31/03/2020;Cadiz;Curados;17;
31/03/2020;Cadiz;Nuevos casos;106;
31/03/2020;Cordoba;Confirmados;687;
31/03/2020;Cordoba;Hospitalizados;302;
31/03/2020;Cordoba;Total UCI;19;
31/03/2020;Cordoba;Fallecimientos;21;
31/03/2020;Cordoba;Curados;4;
31/03/2020;Cordoba;Nuevos casos;26;
31/03/2020;Granada;Confirmados;1182;
31/03/2020;Granada;Hospitalizados;603;
31/03/2020;Granada;Total UCI;56;
31/03/2020;Granada;Fallecimientos;80;
31/03/2020;Granada;Curados;15;
31/03/2020;Granada;Nuevos casos;121;
31/03/2020;Huelva;Confirmados;195;
31/03/2020;Huelva;Hospitalizados;106;
31/03/2020;Huelva;Total UCI;7;
31/03/2020;Huelva;Fallecimientos;4;
31/03/2020;Huelva;Curados;2;
31/03/2020;Huelva;Nuevos casos;18;
31/03/2020;Jaen;Confirmados;742;
31/03/2020;Jaen;Hospitalizados;395;
31/03/2020;Jaen;Total UCI;16;
31/03/2020;Jaen;Fallecimientos;37;
31/03/2020;Jaen;Curados;17;
31/03/2020;Jaen;Nuevos casos;81;
31/03/2020;Malaga;Confirmados;1464;
31/03/2020;Malaga;Hospitalizados;815;
31/03/2020;Malaga;Total UCI;65;
31/03/2020;Malaga;Fallecimientos;77;
31/03/2020;Malaga;Curados;93;
31/03/2020;Malaga;Nuevos casos;115;
31/03/2020;Sevilla;Confirmados;1215;
31/03/2020;Sevilla;Hospitalizados;536;
31/03/2020;Sevilla;Total UCI;57;
31/03/2020;Sevilla;Fallecimientos;55;
31/03/2020;Sevilla;Curados;20;
31/03/2020;Sevilla;Nuevos casos;96;
30/03/2020;Spain;Confirmados;94417;
30/03/2020;Spain;Hospitalizados;51193;
30/03/2020;Spain;Total UCI;5667;
30/03/2020;Spain;Fallecimientos;8189;
30/03/2020;Spain;Curados;19259;
30/03/2020;Spain;Nuevos casos;9222;
30/03/2020;Andalucia;Confirmados;5818;
30/03/2020;Andalucia;Hospitalizados;2867;
30/03/2020;Andalucia;Total UCI;235;
30/03/2020;Andalucia;Fallecimientos;248;
30/03/2020;Andalucia;Curados;160;
30/03/2020;Andalucia;Nuevos casos;413;
30/03/2020;Almeria;Confirmados;251;
30/03/2020;Almeria;Hospitalizados;108;
30/03/2020;Almeria;Total UCI;15;
30/03/2020;Almeria;Fallecimientos;16;
30/03/2020;Almeria;Curados;6;
30/03/2020;Almeria;Nuevos casos;28;
30/03/2020;Cadiz;Confirmados;539;
30/03/2020;Cadiz;Hospitalizados;216;
30/03/2020;Cadiz;Total UCI;19;
30/03/2020;Cadiz;Fallecimientos;14;
30/03/2020;Cadiz;Curados;16;
30/03/2020;Cadiz;Nuevos casos;32;
30/03/2020;Cordoba;Confirmados;661;
30/03/2020;Cordoba;Hospitalizados;288;
30/03/2020;Cordoba;Total UCI;17;
30/03/2020;Cordoba;Fallecimientos;15;
30/03/2020;Cordoba;Curados;4;
30/03/2020;Cordoba;Nuevos casos;89;
30/03/2020;Granada;Confirmados;1061;
30/03/2020;Granada;Hospitalizados;556;
30/03/2020;Granada;Total UCI;50;
30/03/2020;Granada;Fallecimientos;67;
30/03/2020;Granada;Curados;15;
30/03/2020;Granada;Nuevos casos;98;
30/03/2020;Huelva;Confirmados;177;
30/03/2020;Huelva;Hospitalizados;96;
30/03/2020;Huelva;Total UCI;7;
30/03/2020;Huelva;Fallecimientos;4;
30/03/2020;Huelva;Curados;2;
30/03/2020;Huelva;Nuevos casos;9;
30/03/2020;Jaen;Confirmados;661;
30/03/2020;Jaen;Hospitalizados;358;
30/03/2020;Jaen;Total UCI;13;
30/03/2020;Jaen;Fallecimientos;26;
30/03/2020;Jaen;Curados;17;
30/03/2020;Jaen;Nuevos casos;62;
30/03/2020;Malaga;Confirmados;1349;
30/03/2020;Malaga;Hospitalizados;745;
30/03/2020;Malaga;Total UCI;61;
30/03/2020;Malaga;Fallecimientos;70;
30/03/2020;Malaga;Curados;83;
30/03/2020;Malaga;Nuevos casos;28;
30/03/2020;Sevilla;Confirmados;1119;
30/03/2020;Sevilla;Hospitalizados;500;
30/03/2020;Sevilla;Total UCI;53;
30/03/2020;Sevilla;Fallecimientos;36;
30/03/2020;Sevilla;Curados;17;
30/03/2020;Sevilla;Nuevos casos;67;
29/03/2020;Spain;Confirmados;85195;
29/03/2020;Spain;Hospitalizados;48360;
29/03/2020;Spain;Total UCI;5288;
29/03/2020;Spain;Fallecimientos;7340;
29/03/2020;Spain;Curados;16780;
29/03/2020;Spain;Nuevos casos;6398;
29/03/2020;Andalucia;Confirmados;5405;
29/03/2020;Andalucia;Hospitalizados;2671;
29/03/2020;Andalucia;Total UCI;216;
29/03/2020;Andalucia;Fallecimientos;236;
29/03/2020;Andalucia;Curados;155;
29/03/2020;Andalucia;Nuevos casos;723;
29/03/2020;Almeria;Confirmados;223;
29/03/2020;Almeria;Hospitalizados;96;
29/03/2020;Almeria;Total UCI;12;
29/03/2020;Almeria;Fallecimientos;14;
29/03/2020;Almeria;Curados;6;
29/03/2020;Almeria;Nuevos casos;23;
29/03/2020;Cadiz;Confirmados;507;
29/03/2020;Cadiz;Hospitalizados;207;
29/03/2020;Cadiz;Total UCI;16;
29/03/2020;Cadiz;Fallecimientos;13;
29/03/2020;Cadiz;Curados;10;
29/03/2020;Cadiz;Nuevos casos;60;
29/03/2020;Cordoba;Confirmados;572;
29/03/2020;Cordoba;Hospitalizados;269;
29/03/2020;Cordoba;Total UCI;15;
29/03/2020;Cordoba;Fallecimientos;13;
29/03/2020;Cordoba;Curados;4;
29/03/2020;Cordoba;Nuevos casos;99;
29/03/2020;Granada;Confirmados;963;
29/03/2020;Granada;Hospitalizados;493;
29/03/2020;Granada;Total UCI;50;
29/03/2020;Granada;Fallecimientos;66;
29/03/2020;Granada;Curados;15;
29/03/2020;Granada;Nuevos casos;103;
29/03/2020;Huelva;Confirmados;168;
29/03/2020;Huelva;Hospitalizados;92;
29/03/2020;Huelva;Total UCI;7;
29/03/2020;Huelva;Fallecimientos;4;
29/03/2020;Huelva;Curados;2;
29/03/2020;Huelva;Nuevos casos;37;
29/03/2020;Jaen;Confirmados;599;
29/03/2020;Jaen;Hospitalizados;319;
29/03/2020;Jaen;Total UCI;10;
29/03/2020;Jaen;Fallecimientos;23;
29/03/2020;Jaen;Curados;17;
29/03/2020;Jaen;Nuevos casos;98;
29/03/2020;Malaga;Confirmados;1321;
29/03/2020;Malaga;Hospitalizados;725;
29/03/2020;Malaga;Total UCI;61;
29/03/2020;Malaga;Fallecimientos;69;
29/03/2020;Malaga;Curados;83;
29/03/2020;Malaga;Nuevos casos;163;
29/03/2020;Sevilla;Confirmados;1052;
29/03/2020;Sevilla;Hospitalizados;470;
29/03/2020;Sevilla;Total UCI;45;
29/03/2020;Sevilla;Fallecimientos;34;
29/03/2020;Sevilla;Curados;18;
29/03/2020;Sevilla;Nuevos casos;140;
28/03/2020;Spain;Confirmados;78797;
28/03/2020;Spain;Hospitalizados;45048;
28/03/2020;Spain;Total UCI;4973;
28/03/2020;Spain;Fallecimientos;6539;
28/03/2020;Spain;Curados;14708;
28/03/2020;Spain;Nuevos casos;6549;
28/03/2020;Andalucia;Confirmados;4682;
28/03/2020;Andalucia;Hospitalizados;2294;
28/03/2020;Andalucia;Total UCI;201;
28/03/2020;Andalucia;Fallecimientos;207;
28/03/2020;Andalucia;Curados;148;
28/03/2020;Andalucia;Nuevos casos;405;
28/03/2020;Almeria;Confirmados;200;
28/03/2020;Almeria;Hospitalizados;86;
28/03/2020;Almeria;Total UCI;8;
28/03/2020;Almeria;Fallecimientos;12;
28/03/2020;Almeria;Curados;6;
28/03/2020;Almeria;Nuevos casos;27;
28/03/2020;Cadiz;Confirmados;447;
28/03/2020;Cadiz;Hospitalizados;170;
28/03/2020;Cadiz;Total UCI;16;
28/03/2020;Cadiz;Fallecimientos;9;
28/03/2020;Cadiz;Curados;9;
28/03/2020;Cadiz;Nuevos casos;41;
28/03/2020;Cordoba;Confirmados;473;
28/03/2020;Cordoba;Hospitalizados;221;
28/03/2020;Cordoba;Total UCI;14;
28/03/2020;Cordoba;Fallecimientos;11;
28/03/2020;Cordoba;Curados;4;
28/03/2020;Cordoba;Nuevos casos;49;
28/03/2020;Granada;Confirmados;860;
28/03/2020;Granada;Hospitalizados;427;
28/03/2020;Granada;Total UCI;48;
28/03/2020;Granada;Fallecimientos;57;
28/03/2020;Granada;Curados;13;
28/03/2020;Granada;Nuevos casos;54;
28/03/2020;Huelva;Confirmados;131;
28/03/2020;Huelva;Hospitalizados;72;
28/03/2020;Huelva;Total UCI;6;
28/03/2020;Huelva;Fallecimientos;4;
28/03/2020;Huelva;Curados;2;
28/03/2020;Huelva;Nuevos casos;11;
28/03/2020;Jaen;Confirmados;501;
28/03/2020;Jaen;Hospitalizados;279;
28/03/2020;Jaen;Total UCI;10;
28/03/2020;Jaen;Fallecimientos;20;
28/03/2020;Jaen;Curados;16;
28/03/2020;Jaen;Nuevos casos;36;
28/03/2020;Malaga;Confirmados;1158;
28/03/2020;Malaga;Hospitalizados;642;
28/03/2020;Malaga;Total UCI;57;
28/03/2020;Malaga;Fallecimientos;64;
28/03/2020;Malaga;Curados;81;
28/03/2020;Malaga;Nuevos casos;105;
28/03/2020;Sevilla;Confirmados;912;
28/03/2020;Sevilla;Hospitalizados;397;
28/03/2020;Sevilla;Total UCI;42;
28/03/2020;Sevilla;Fallecimientos;30;
28/03/2020;Sevilla;Curados;17;
28/03/2020;Sevilla;Nuevos casos;82;
27/03/2020;Spain;Confirmados;72248;
27/03/2020;Spain;Hospitalizados;42127;
27/03/2020;Spain;Total UCI;4641;
27/03/2020;Spain;Fallecimientos;5745;
27/03/2020;Spain;Curados;12285;
27/03/2020;Spain;Nuevos casos;8189;
27/03/2020;Andalucia;Confirmados;4277;
27/03/2020;Andalucia;Hospitalizados;2106;
27/03/2020;Andalucia;Total UCI;172;
27/03/2020;Andalucia;Fallecimientos;175;
27/03/2020;Andalucia;Curados;139;
27/03/2020;Andalucia;Nuevos casos;484;
27/03/2020;Almeria;Confirmados;173;
27/03/2020;Almeria;Hospitalizados;72;
27/03/2020;Almeria;Total UCI;8;
27/03/2020;Almeria;Fallecimientos;10;
27/03/2020;Almeria;Curados;6;
27/03/2020;Almeria;Nuevos casos;31;
27/03/2020;Cadiz;Confirmados;406;
27/03/2020;Cadiz;Hospitalizados;156;
27/03/2020;Cadiz;Total UCI;13;
27/03/2020;Cadiz;Fallecimientos;7;
27/03/2020;Cadiz;Curados;8;
27/03/2020;Cadiz;Nuevos casos;58;
27/03/2020;Cordoba;Confirmados;424;
27/03/2020;Cordoba;Hospitalizados;200;
27/03/2020;Cordoba;Total UCI;13;
27/03/2020;Cordoba;Fallecimientos;9;
27/03/2020;Cordoba;Curados;4;
27/03/2020;Cordoba;Nuevos casos;65;
27/03/2020;Granada;Confirmados;806;
27/03/2020;Granada;Hospitalizados;396;
27/03/2020;Granada;Total UCI;39;
27/03/2020;Granada;Fallecimientos;49;
27/03/2020;Granada;Curados;11;
27/03/2020;Granada;Nuevos casos;95;
27/03/2020;Huelva;Confirmados;120;
27/03/2020;Huelva;Hospitalizados;66;
27/03/2020;Huelva;Total UCI;4;
27/03/2020;Huelva;Fallecimientos;2;
27/03/2020;Huelva;Curados;2;
27/03/2020;Huelva;Nuevos casos;15;
27/03/2020;Jaen;Confirmados;465;
27/03/2020;Jaen;Hospitalizados;258;
27/03/2020;Jaen;Total UCI;10;
27/03/2020;Jaen;Fallecimientos;16;
27/03/2020;Jaen;Curados;15;
27/03/2020;Jaen;Nuevos casos;51;
27/03/2020;Malaga;Confirmados;1053;
27/03/2020;Malaga;Hospitalizados;575;
27/03/2020;Malaga;Total UCI;48;
27/03/2020;Malaga;Fallecimientos;56;
27/03/2020;Malaga;Curados;80;
27/03/2020;Malaga;Nuevos casos;47;
27/03/2020;Sevilla;Confirmados;830;
27/03/2020;Sevilla;Hospitalizados;383;
27/03/2020;Sevilla;Total UCI;37;
27/03/2020;Sevilla;Fallecimientos;26;
27/03/2020;Sevilla;Curados;13;
27/03/2020;Sevilla;Nuevos casos;122;
26/03/2020;Spain;Confirmados;64059;
26/03/2020;Spain;Hospitalizados;37651;
26/03/2020;Spain;Total UCI;4238;
26/03/2020;Spain;Fallecimientos;4858;
26/03/2020;Spain;Curados;9357;
26/03/2020;Spain;Nuevos casos;7871;
26/03/2020;Andalucia;Confirmados;3793;
26/03/2020;Andalucia;Hospitalizados;1843;
26/03/2020;Andalucia;Total UCI;148;
26/03/2020;Andalucia;Fallecimientos;144;
26/03/2020;Andalucia;Curados;92;
26/03/2020;Andalucia;Nuevos casos;387;
26/03/2020;Almeria;Confirmados;142;
26/03/2020;Almeria;Hospitalizados;65;
26/03/2020;Almeria;Total UCI;8;
26/03/2020;Almeria;Fallecimientos;8;
26/03/2020;Almeria;Curados;6;
26/03/2020;Almeria;Nuevos casos;8;
26/03/2020;Cadiz;Confirmados;348;
26/03/2020;Cadiz;Hospitalizados;117;
26/03/2020;Cadiz;Total UCI;7;
26/03/2020;Cadiz;Fallecimientos;6;
26/03/2020;Cadiz;Curados;6;
26/03/2020;Cadiz;Nuevos casos;49;
26/03/2020;Cordoba;Confirmados;359;
26/03/2020;Cordoba;Hospitalizados;168;
26/03/2020;Cordoba;Total UCI;13;
26/03/2020;Cordoba;Fallecimientos;8;
26/03/2020;Cordoba;Curados;1;
26/03/2020;Cordoba;Nuevos casos;10;
26/03/2020;Granada;Confirmados;711;
26/03/2020;Granada;Hospitalizados;336;
26/03/2020;Granada;Total UCI;38;
26/03/2020;Granada;Fallecimientos;34;
26/03/2020;Granada;Curados;1;
26/03/2020;Granada;Nuevos casos;63;
26/03/2020;Huelva;Confirmados;105;
26/03/2020;Huelva;Hospitalizados;60;
26/03/2020;Huelva;Total UCI;4;
26/03/2020;Huelva;Fallecimientos;2;
26/03/2020;Huelva;Curados;2;
26/03/2020;Huelva;Nuevos casos;10;
26/03/2020;Jaen;Confirmados;414;
26/03/2020;Jaen;Hospitalizados;228;
26/03/2020;Jaen;Total UCI;7;
26/03/2020;Jaen;Fallecimientos;15;
26/03/2020;Jaen;Curados;7;
26/03/2020;Jaen;Nuevos casos;65;
26/03/2020;Malaga;Confirmados;1006;
26/03/2020;Malaga;Hospitalizados;540;
26/03/2020;Malaga;Total UCI;40;
26/03/2020;Malaga;Fallecimientos;46;
26/03/2020;Malaga;Curados;61;
26/03/2020;Malaga;Nuevos casos;101;
26/03/2020;Sevilla;Confirmados;708;
26/03/2020;Sevilla;Hospitalizados;329;
26/03/2020;Sevilla;Total UCI;31;
26/03/2020;Sevilla;Fallecimientos;25;
26/03/2020;Sevilla;Curados;8;
26/03/2020;Sevilla;Nuevos casos;81;
25/03/2020;Spain;Confirmados;56188;
25/03/2020;Spain;Hospitalizados;33039;
25/03/2020;Spain;Total UCI;3738;
25/03/2020;Spain;Fallecimientos;4089;
25/03/2020;Spain;Curados;7015;
25/03/2020;Spain;Nuevos casos;8578;
25/03/2020;Andalucia;Confirmados;3406;
25/03/2020;Andalucia;Hospitalizados;1626;
25/03/2020;Andalucia;Total UCI;;
25/03/2020;Andalucia;Fallecimientos;134;
25/03/2020;Andalucia;Curados;77;
25/03/2020;Andalucia;Nuevos casos;396;
25/03/2020;Almeria;Confirmados;134;
25/03/2020;Almeria;Hospitalizados;62;
25/03/2020;Almeria;Total UCI;;
25/03/2020;Almeria;Fallecimientos;7;
25/03/2020;Almeria;Curados;5;
25/03/2020;Almeria;Nuevos casos;19;
25/03/2020;Cadiz;Confirmados;299;
25/03/2020;Cadiz;Hospitalizados;92;
25/03/2020;Cadiz;Total UCI;;
25/03/2020;Cadiz;Fallecimientos;5;
25/03/2020;Cadiz;Curados;4;
25/03/2020;Cadiz;Nuevos casos;21;
25/03/2020;Cordoba;Confirmados;349;
25/03/2020;Cordoba;Hospitalizados;161;
25/03/2020;Cordoba;Total UCI;;
25/03/2020;Cordoba;Fallecimientos;7;
25/03/2020;Cordoba;Curados;0;
25/03/2020;Cordoba;Nuevos casos;58;
25/03/2020;Granada;Confirmados;648;
25/03/2020;Granada;Hospitalizados;287;
25/03/2020;Granada;Total UCI;;
25/03/2020;Granada;Fallecimientos;32;
25/03/2020;Granada;Curados;1;
25/03/2020;Granada;Nuevos casos;69;
25/03/2020;Huelva;Confirmados;95;
25/03/2020;Huelva;Hospitalizados;52;
25/03/2020;Huelva;Total UCI;;
25/03/2020;Huelva;Fallecimientos;2;
25/03/2020;Huelva;Curados;2;
25/03/2020;Huelva;Nuevos casos;18;
25/03/2020;Jaen;Confirmados;349;
25/03/2020;Jaen;Hospitalizados;189;
25/03/2020;Jaen;Total UCI;;
25/03/2020;Jaen;Fallecimientos;15;
25/03/2020;Jaen;Curados;5;
25/03/2020;Jaen;Nuevos casos;33;
25/03/2020;Malaga;Confirmados;905;
25/03/2020;Malaga;Hospitalizados;490;
25/03/2020;Malaga;Total UCI;;
25/03/2020;Malaga;Fallecimientos;42;
25/03/2020;Malaga;Curados;52;
25/03/2020;Malaga;Nuevos casos;86;
25/03/2020;Sevilla;Confirmados;627;
25/03/2020;Sevilla;Hospitalizados;293;
25/03/2020;Sevilla;Total UCI;;
25/03/2020;Sevilla;Fallecimientos;24;
25/03/2020;Sevilla;Curados;8;
25/03/2020;Sevilla;Nuevos casos;92;
24/03/2020;Spain;Confirmados;47610;
24/03/2020;Spain;Hospitalizados;27944;
24/03/2020;Spain;Total UCI;3223;
24/03/2020;Spain;Fallecimientos;3434;
24/03/2020;Spain;Curados;5367;
24/03/2020;Spain;Nuevos casos;7937;
